laws_service_id,laws_service,laws,
91,"교통사고처리특례법 제3조 제1항,교통사고처리특례법 제3조 제2항_단서 제8호,형법 제268조,도로교통법 제148조의2 제3항 제1호,도로교통법 제44조 제1항","교통사고처리특례법 제3조 제1항 차의 운전자가 교통사고로 인하여 형법 제268조의 죄를 범한 경우에는 5년 이하의 금고 또는 2천만원 이하의 벌금에 처한다.  \n 교통사고처리특례법 제3조 제2항_단서 제8호 도로교통법 제44조 제1항을 위반하여 술에 취한 상태에서 운전을 하거나 도로교통법 제45조를 위반하여 약물의 영향으로 정상적으로 운전하지 못할 우려가 있는 상태에서 운전한 경우 \n 형법 제268조 업무상과실 또는 중대한 과실로 사람을 사망이나 상해에 이르게 한 자는 5년 이하의 금고 또는 2천만원 이하의 벌금에 처한다. \n 도로교통법 제148조의2 제3항 제1호 혈중알코올농도가 0.2퍼센트 이상인 사람은 2년 이상 5년 이하의 징역이나 1천만원 이상 2천만원 이하의 벌금 \n 도로교통법 제44조 제1항 누구든지 술에 취한 상태에서 자동차등(건설기계관리법 제26조 제1항 단서에 따른 건설기계 외의 건설기계를 포함한다. 이하 이 조, 도로교통법 제45조, 도로교통법 제47조, 도로교통법 제93조 제1항 제1호부터 제4호까지 및 도로교통법 제148조의2에서 같다), 노면전차 또는 자전거를 운전하여서는 아니 된다.",
92,형법 제307조 제1항,형법 제307조 제1항 공연히 사실을 적시하여 사람의 명예를 훼손한 자는 2년 이하의 징역이나 금고 또는 500만원 이하의 벌금에 처한다.,
93,"특정범죄가중처벌등에관한법률 제5조의10 제2항,특정범죄가중처벌등에관한법률 제5조의10 제1항","특정범죄가중처벌등에관한법률 제5조의10 제2항 특정범죄가중처벌등에관한법률 제5조의10 제1항의 죄를 범하여 사람을 상해에 이르게 한 경우에는 3년 이상의 유기징역에 처하고, 사망에 이르게 한 경우에는 무기 또는 5년 이상의 징역에 처한다. \n 특정범죄가중처벌등에관한법률 제5조의10 제1항 운행 중(여객자동차 운수사업법 제2조제3호에 따른 여객자동차운송사업을 위하여 사용되는 자동차를 운행하는 중 운전자가 여객의 승차ㆍ하차 등을 위하여 일시 정차한 경우를 포함한다)인 자동차의 운전자를 폭행하거나 협박한 사람은 5년 이하의 징역 또는 2천만원 이하의 벌금에 처한다.",
94,"교통사고처리특례법 제3조 제1항,교통사고처리특례법 제3조 제2항_단서 제1호,교통사고처리특례법 제3조 제2항_단서 제6호,형법 제268조",교통사고처리특례법 제3조 제1항 차의 운전자가 교통사고로 인하여 형법 제268조의 죄를 범한 경우에는 5년 이하의 금고 또는 2천만원 이하의 벌금에 처한다. \n 교통사고처리특례법 제3조 제2항_단서 제1호 도로교통법 제5조에 따른 신호기가 표시하는 신호 또는 교통정리를 하는 경찰공무원등의 신호를 위반하거나 통행금지 또는 일시정지를 내용으로 하는 안전표지가 표시하는 지시를 위반하여 운전한 경우 \n 교통사고처리특례법 제3조 제2항_단서 제6호 도로교통법 제27조 제1항에 따른 횡단보도에서의 보행자 보호의무를 위반하여 운전한 경우 \n 형법 제268조 업무상과실 또는 중대한 과실로 사람을 사망이나 상해에 이르게 한 자는 5년 이하의 금고 또는 2천만원 이하의 벌금에 처한다.,
95,성매매알선등행위의처벌에관한법률 제21조 제1항,성매매알선등행위의처벌에관한법률 제21조 제1항 성매매를 한 사람은 1년 이하의 징역이나 300만원 이하의 벌금ㆍ구류 또는 과료(科料)에 처한다.,
96,"형법 제299조,형법 제298조","형법 제299조 사람의 심신상실 또는 항거불능의 상태를 이용하여 간음 또는 추행을 한 자는 형법 제297조, 형법 제297조의2 및 형법 제298조의 예에 의한다. \n 형법 제298조 폭행 또는 협박으로 사람에 대하여 추행을 한 자는 10년 이하의 징역 또는 1천500만원 이하의 벌금에 처한다.",
97,아동ㆍ청소년의성보호에관한법률 제11조 제5항,아동ㆍ청소년의성보호에관한법률 제11조 제5항 아동ㆍ청소년성착취물을 구입하거나 아동ㆍ청소년성착취물임을 알면서 이를 소지ㆍ시청한 자는 1년 이상의 징역에 처한다.,
98,"특정범죄가중처벌등에관한법률 제5조의4 제5항 제1호,형법 제329조",특정범죄가중처벌등에관한법률 제5조의4 제5항 제1호 형법 제329조부터 형법 제331조까지의 죄(미수범을 포함한다)를 범한 경우에는 2년 이상 20년 이하의 징역에 처한다. \n 형법 제329조 타인의 재물을 절취한 자는 6년 이하의 징역 또는 1천만원 이하의 벌금에 처한다.,
99,"특정경제범죄가중처벌등에관한법률 제3조 제1항 제2호,형법 제356조,형법 제355조 제1항",특정경제범죄가중처벌등에관한법률 제3조 제1항 제2호 이득액이 5억원 이상 50억원 미만일 때: 3년 이상의 유기징역 \n 형법 제356조 업무상의 임무에 위배하여 제355조의 죄를 범한 자는 10년이하의 징역 또는 3천만원이하의 벌금에 처한다. \n 형법 제355조 제1항 타인의 재물을 보관하는 자가 그 재물을 횡령하거나 그 반환을 거부한 때에는 5년 이하의 징역 또는 1천500만원 이하의 벌금에 처한다.,
100,"도로교통법 제148조의2 제3항 제3호,도로교통법 제44조 제1항,도로교통법 제154조 제2호,도로교통법 제43조","도로교통법 제148조의2 제3항 제3호 혈중알코올농도가 0.03퍼센트 이상 0.08퍼센트 미만인 사람은 1년 이하의 징역이나 500만원 이하의 벌금 \n 도로교통법 제44조 제1항 누구든지 술에 취한 상태에서 자동차등(건설기계관리법 제26조 제1항 단서에 따른 건설기계 외의 건설기계를 포함한다. 이하 이 조, 도로교통법 제45조, 도로교통법 제47조, 도로교통법 제93조 제1항 제1호부터 제4호까지 및 도로교통법 제148조의2에서 같다), 노면전차 또는 자전거를 운전하여서는 아니 된다. \n 도로교통법 제154조 제2호 도로교통법 제43조를 위반하여 도로교통법 제80조에 따른 원동기장치자전거를 운전할 수 있는 운전면허를 받지 아니하거나(원동기장치자전거를 운전할 수 있는 운전면허의 효력이 정지된 경우를 포함한다) 국제운전면허증 또는 상호인정외국면허증 중 원동기장치자전거를 운전할 수 있는 것으로 기재된 국제운전면허증 또는 상호인정외국면허증을 발급받지 아니하고(운전이 금지된 경우와 유효기간이 지난 경우를 포함한다) 원동기장치자전거를 운전한 사람(다만, 개인형 이동장치를 운전하는 경우는 제외한다) \n 도로교통법 제43조 누구든지 도로교통법 제80조에 따라 시ㆍ도경찰청장으로부터 운전면허를 받지 아니하거나 운전면허의 효력이 정지된 경우에는 자동차등을 운전하여서는 아니 된다.",
101,"형법 제260조 제1항,형법 제311조","형법 제260조 제1항 사람의 신체에 대하여 폭행을 가한 자는 2년 이하의 징역, 500만원 이하의 벌금, 구류 또는 과료에 처한다. \n 형법 제366조 타인의 재물, 문서 또는 전자기록등 특수매체기록을 손괴 또는 은닉 기타 방법으로 기 효용을 해한 자는 3년이하의 징역 또는 700만원 이하의 벌금에 처한다.",
102,"교통사고처리특례법 제3조 제1항,교통사고처리특례법 제3조 제2항_단서 제3호,형법 제268조",교통사고처리특례법 제3조 제1항 차의 운전자가 교통사고로 인하여 형법 제268조의 죄를 범한 경우에는 5년 이하의 금고 또는 2천만원 이하의 벌금에 처한다. \n 교통사고처리특례법 제3조 제2항_단서 제3호 도로교통법 제17조 제1항 또는 제2항에 따른 제한속도를 시속 20킬로미터 초과하여 운전한 경우 \n 형법 제268조 업무상과실 또는 중대한 과실로 사람을 사망이나 상해에 이르게 한 자는 5년 이하의 금고 또는 2천만원 이하의 벌금에 처한다.,
103,"교통사고처리특례법 제3조 제1항,교통사고처리특례법 제3조 제2항_단서 제8호,형법 제268조,도로교통법 제148조의2 제3항 제3호,도로교통법 제44조 제1항","교통사고처리특례법 제3조 제1항 차의 운전자가 교통사고로 인하여 형법 제268조의 죄를 범한 경우에는 5년 이하의 금고 또는 2천만원 이하의 벌금에 처한다. \n 교통사고처리특례법 제3조 제2항_단서 제3호 도로교통법 제17조 제1항 또는 제2항에 따른 제한속도를 시속 20킬로미터 초과하여 운전한 경우 \n 형법 제268조 업무상과실 또는 중대한 과실로 사람을 사망이나 상해에 이르게 한 자는 5년 이하의 금고 또는 2천만원 이하의 벌금에 처한다. \n 도로교통법 제148조의2 제3항 제3호 혈중알코올농도가 0.03퍼센트 이상 0.08퍼센트 미만인 사람은 1년 이하의 징역이나 500만원 이하의 벌금 \n 도로교통법 제44조 제1항 누구든지 술에 취한 상태에서 자동차등(건설기계관리법 제26조 제1항 단서에 따른 건설기계 외의 건설기계를 포함한다. 이하 이 조, 도로교통법 제45조, 도로교통법 제47조, 도로교통법 제93조 제1항 제1호부터 제4호까지 및 도로교통법 제148조의2에서 같다), 노면전차 또는 자전거를 운전하여서는 아니 된다. ",
104,"형법 제319조 제1항,형법 제366조","형법 제319조 제1항 사람의 주거, 관리하는 건조물, 선박이나 항공기 또는 점유하는 방실에 침입한 자는 3년 이하의 징역 또는 500만원 이하의 벌금에 처한다. \n 형법 제366조 타인의 재물, 문서 또는 전자기록등 특수매체기록을 손괴 또는 은닉 기타 방법으로 기 효용을 해한 자는 3년이하의 징역 또는 700만원 이하의 벌금에 처한다.",
105,성폭력범죄의처벌등에관한특례법 제12조,"성폭력범죄의처벌등에관한특례법 제12조 자기의 성적 욕망을 만족시킬 목적으로 화장실, 목욕장ㆍ목욕실 또는 발한실(發汗室), 모유수유시설, 탈의실 등 불특정 다수가 이용하는 다중이용장소에 침입하거나 같은 장소에서 퇴거의 요구를 받고 응하지 아니하는 사람은 1년 이하의 징역 또는 1천만원 이하의 벌금에 처한다.",
106,"특정범죄가중처벌등에관한법률 제5조의11 제1항,도로교통법 제148조의2 제3항 제1호,도로교통법 제44조 제1항","특정범죄가중처벌등에관한법률 제5조의11 제1항 음주 또는 약물의 영향으로 정상적인 운전이 곤란한 상태에서 자동차(원동기장치자전거를 포함한다)를 운전하여 사람을 상해에 이르게 한 사람은 1년 이상 15년 이하의 징역 또는 1천만원 이상 3천만원 이하의 벌금에 처하고, 사망에 이르게 한 사람은 무기 또는 3년 이상의 징역에 처한다.",
107,형법 제307조 제2항,"형법 제307조 제2항 공연히 허위의 사실을 적시하여 사람의 명예를 훼손한 자는 5년 이하의 징역, 10년 이하의 자격정지 또는 1천만원 이하의 벌금에 처한다.",
108,정보통신망이용촉진및정보보호등에관한법률 제70조 제2항,"정보통신망이용촉진및정보보호등에관한법률 제70조 제2항 사람을 비방할 목적으로 정보통신망을 통하여 공공연하게 거짓의 사실을 드러내어 다른 사람의 명예를 훼손한 자는 7년 이하의 징역, 10년 이하의 자격정지 또는 5천만원 이하의 벌금에 처한다.",
109,"도로교통법 제148조의2 제1항,도로교통법 제44조 제1항,도로교통법 제154조 제2호,도로교통법 제43조","도로교통법 제148조의2 제1항 도로교통법 제44조 제1항 또는 제2항을 2회 이상 위반한 사람(자동차등 또는 노면전차를 운전한 사람으로 한정한다. 다만, 개인형 이동장치를 운전하는 경우는 제외한다. 이하 이 조에서 같다)은 2년 이상 5년 이하의 징역이나 1천만원 이상 2천만원 이하의 벌금에 처한다. \n 도로교통법 제44조 제1항 누구든지 술에 취한 상태에서 자동차등(건설기계관리법 제26조 제1항 단서에 따른 건설기계 외의 건설기계를 포함한다. 이하 이 조, 도로교통법 제45조, 도로교통법 제47조, 도로교통법 제93조 제1항 제1호부터 제4호까지 및 도로교통법 제148조의2에서 같다), 노면전차 또는 자전거를 운전하여서는 아니 된다. \n 도로교통법 제154조 제2호 도로교통법 제43조를 위반하여 도로교통법 제80조에 따른 원동기장치자전거를 운전할 수 있는 운전면허를 받지 아니하거나(원동기장치자전거를 운전할 수 있는 운전면허의 효력이 정지된 경우를 포함한다) 국제운전면허증 또는 상호인정외국면허증 중 원동기장치자전거를 운전할 수 있는 것으로 기재된 국제운전면허증 또는 상호인정외국면허증을 발급받지 아니하고(운전이 금지된 경우와 유효기간이 지난 경우를 포함한다) 원동기장치자전거를 운전한 사람(다만, 개인형 이동장치를 운전하는 경우는 제외한다) \n 도로교통법 제43조 누구든지 제80조에 따라 시ㆍ도경찰청장으로부터 운전면허를 받지 아니하거나 운전면허의 효력이 정지된 경우에는 자동차등을 운전하여서는 아니 된다.",
110,"형법 제299조,형법 제297조의2","형법 제299조 사람의 심신상실 또는 항거불능의 상태를 이용하여 간음 또는 추행을 한 자는 형법 제297조, 형법 제297조의2 및 형법 제298조의 예에 의한다. \n 형법 제297조의2 폭행 또는 협박으로 사람에 대하여 구강, 항문 등 신체(성기는 제외한다)의 내부에 성기를 넣거나 성기, 항문에 손가락 등 신체(성기는 제외한다)의 일부 또는 도구를 넣는 행위를 한 사람은 2년 이상의 유기징역에 처한다.",
111,"형법 제136조 제1항,형법 제311조",형법 제136조 제1항 직무를 집행하는 공무원에 대하여 폭행 또는 협박한 자는 5년 이하의 징역 또는 1천만원 이하의 벌금에 처한다. \n 형법 제311조 공연히 사람을 모욕한 자는 1년 이하의 징역이나 금고 또는 200만원 이하의 벌금에 처한다.,
112,"형법 제314조 제1항,형법 제366조","형법 제314조 제1항 형법 제313조의 방법(허위의 사실을 유포하거나 기타 위계) 또는 위력으로써 사람의 업무를 방해한 자는 5년 이하의 징역 또는 1천500만원 이하의 벌금에 처한다. \n 형법 제366조 타인의 재물, 문서 또는 전자기록등 특수매체기록을 손괴 또는 은닉 기타 방법으로 기 효용을 해한 자는 3년이하의 징역 또는 700만원 이하의 벌금에 처한다.",
113,"도로교통법 제148조의2 제1항,도로교통법 제44조 제2항","도로교통법 제148조의2 제1항 도로교통법 제44조 제1항 또는 도로교통법 제44조 제2항을 2회 이상 위반한 사람(자동차등 또는 노면전차를 운전한 사람으로 한정한다. 다만, 개인형 이동장치를 운전하는 경우는 제외한다. 이하 이 조에서 같다)은 2년 이상 5년 이하의 징역이나 1천만원 이상 2천만원 이하의 벌금에 처한다. \n 도로교통법 제44조 제2항 경찰공무원은 교통의 안전과 위험방지를 위하여 필요하다고 인정하거나 제1항을 위반하여 술에 취한 상태에서 자동차등, 노면전차 또는 자전거를 운전하였다고 인정할 만한 상당한 이유가 있는 경우에는 운전자가 술에 취하였는지를 호흡조사로 측정할 수 있다. 이 경우 운전자는 경찰공무원의 측정에 응하여야 한다.",
114,형법 제362조 제1항,"형법 제362조 제1항 장물을 취득, 양도, 운반 또는 보관한 자는 7년 이하의 징역 또는 1천500만원 이하의 벌금에 처한다.",
115,"성폭력범죄의처벌등에관한특례법 제3조 제1항,형법 제319조 제1항,형법 제298조","성폭력범죄의처벌등에관한특례법 제3조 제1항 형법 제319조 제1항(주거침입), 형법 제330조(야간주거침입절도), 형법 제331조(특수절도) 또는 형법 제342조(미수범. 다만, 형법 제330조 및 형법 제331조의 미수범으로 한정한다)의 죄를 범한 사람이 형법 제297조(강간), 형법 제297조의2(유사강간), 형법 제298조(강제추행) 및 형법 제299조(준강간, 준강제추행)의 죄를 범한 경우에는 무기징역 또는 7년 이상의 징역에 처한다. \n 형법 제319조 제1항 사람의 주거, 관리하는 건조물, 선박이나 항공기 또는 점유하는 방실에 침입한 자는 3년 이하의 징역 또는 500만원 이하의 벌금에 처한다. \n 형법 제298조 폭행 또는 협박으로 사람에 대하여 추행을 한 자는 10년 이하의 징역 또는 1천500만원 이하의 벌금에 처한다.",
116,형법 제297조,형법 제297조 폭행 또는 협박으로 사람을 강간한 자는 3년 이상의 유기징역에 처한다.,
117,"성폭력범죄의처벌등에관한특례법 제3조 제1항,형법 제319조 제1항,형법 제299조,형법 제298조","성폭력범죄의처벌등에관한특례법 제3조 제1항 형법 제319조 제1항(주거침입), 형법 제330조(야간주거침입절도), 형법 제331조(특수절도) 또는 형법 제342조(미수범. 다만, 형법 제330조 및 형법 제331조의 미수범으로 한정한다)의 죄를 범한 사람이 형법 제297조(강간), 형법 제297조의2(유사강간), 형법 제298조(강제추행) 및 형법 제299조(준강간, 준강제추행)의 죄를 범한 경우에는 무기징역 또는 7년 이상의 징역에 처한다. \n 형법 제319조 제1항 사람의 주거, 관리하는 건조물, 선박이나 항공기 또는 점유하는 방실에 침입한 자는 3년 이하의 징역 또는 500만원 이하의 벌금에 처한다. \n 형법 제299조 사람의 심신상실 또는 항거불능의 상태를 이용하여 간음 또는 추행을 한 자는 형법 제297조, 형법 제297조의2 및 형법 제298조의 예에 의한다. \n 형법 제298조 폭행 또는 협박으로 사람에 대하여 추행을 한 자는 10년 이하의 징역 또는 1천500만원 이하의 벌금에 처한다.",
118,"형법 제260조 제1항,형법 제366조","형법 제260조 제1항 사람의 신체에 대하여 폭행을 가한 자는 2년 이하의 징역, 500만원 이하의 벌금, 구류 또는 과료에 처한다. \n 형법 제366조 타인의 재물, 문서 또는 전자기록등 특수매체기록을 손괴 또는 은닉 기타 방법으로 기 효용을 해한 자는 3년이하의 징역 또는 700만원 이하의 벌금에 처한다.",
119,형법 제360조 제1항,"형법 제360조 제1항 유실물, 표류물 또는 타인의 점유를 이탈한 재물을 횡령한 자는 1년 이하의 징역이나 300만원 이하의 벌금 또는 과료에 처한다.",
120,"도로교통법 제148조의2 제3항 제2호,도로교통법 제44조 제1항,도로교통법 제154조 제2호,도로교통법 제43조","도로교통법 제148조의2 제3항 제2호 도로교통법 제44조 제1항을 위반하여 술에 취한 상태에서 자동차등 또는 노면전차를 운전한 사람은 다음 각 호의 구분에 따라 처벌한다. 혈중알코올농도가 0.08퍼센트 이상 0.2퍼센트 미만인 사람은 1년 이상 2년 이하의 징역이나 500만원 이상 1천만원 이하의 벌금. \n 도로교통법 제44조 제1항 누구든지 술에 취한 상태에서 자동차등(「건설기계관리법」 제26조제1항 단서에 따른 건설기계 외의 건설기계를 포함한다. 이하 이 조, 도로교통법 제45조, 도로교통법 제47조, 도로교통법 제93조제1항제1호부터 제4호까지 및 도로교통법 제148조의2에서 같다), 노면전차 또는 자전거를 운전하여서는 아니 된다. \n 도로교통법 제154조 제2호 제43조를 위반하여 제80조에 따른 원동기장치자전거를 운전할 수 있는 운전면허를 받지 아니하거나(원동기장치자전거를 운전할 수 있는 운전면허의 효력이 정지된 경우를 포함한다) 국제운전면허증 또는 상호인정외국면허증 중 원동기장치자전거를 운전할 수 있는 것으로 기재된 국제운전면허증 또는 상호인정외국면허증을 발급받지 아니하고(운전이 금지된 경우와 유효기간이 지난 경우를 포함한다) 원동기장치자전거를 운전한 사람(다만, 개인형 이동장치를 운전하는 경우는 제외한다). \n 도로교통법 제43조 누구든지 도로교통법 제80조에 따라 시ㆍ도경찰청장으로부터 운전면허를 받지 아니하거나 운전면허의 효력이 정지된 경우에는 자동차등을 운전하여서는 아니 된다. ",
121,형법 제297조의2,"형법 제297조의2 폭행 또는 협박으로 사람에 대하여 구강, 항문 등 신체(성기는 제외한다)의 내부에 성기를 넣거나 성기, 항문에 손가락 등 신체(성기는 제외한다)의 일부 또는 도구를 넣는 행위를 한 사람은 2년 이상의 유기징역에 처한다.",
122,"교통사고처리특례법 제3조 제1항,교통사고처리특례법 제3조 제2항_단서 제10호,형법 제268조","형법 제268조 업무상과실 또는 중대한 과실로 사람을 사망이나 상해에 이르게 한 자는 5년 이하의 금고 또는 2천만원 이하의 벌금에 처한다. \n 교통사고처리특례법 제3조 제1항 차의 운전자가 교통사고로 인하여 「형법」 제268조의 죄를 범한 경우에는 5년 이하의 금고 또는 2천만원 이하의 벌금에 처한다. \n 교통사고처리특례법 제3조 제2항 단서 10호 차의 교통으로 제1항의 죄 중 업무상과실치상죄 또는 중과실치상죄와 도로교통법 제151조의 죄를 범한 운전자에 대하여는 피해자의 명시적인 의사에 반하여 공소를 제기할 수 없다. 다만, 차의 운전자가 제1항의 죄 중 업무상과실치상죄 또는 중과실치상죄를 범하고도 피해자를 구호하는 등 도로교통법 제54조제1항에 따른 조치를 하지 아니하고 도주하거나 피해자를 사고 장소로부터 옮겨 유기하고 도주한 경우, 같은 죄를 범하고 도로교통법 제44조 제2항을 위반하여 음주측정 요구에 따르지 아니한 경우(운전자가 채혈 측정을 요청하거나 동의한 경우는 제외한다)와 다음 각 호의 어느 하나에 해당하는 행위로 인하여 같은 죄를 범한 경우에는 그러하지 아니하다. 도로교통법 제39조 제3항에 따른 승객의 추락 방지의무를 위반하여 운전한 경우",
123,"형법 제257조 제2항,형법 제257조 제1항","형법 제257조 제1항 사람의 신체를 상해한 자는 7년 이하의 징역, 10년 이하의 자격정지 또는 1천만원 이하의 벌금에 처한다. \n 형법 제257조 제2항 자기 또는 배우자의 직계존속에 대하여 제1항의 죄를 범한 때에는 10년 이하의 징역 또는 1천500만원 이하의 벌금에 처한다.",
124,"형법 제366조,형법 제136조 제1항","형법 제366조 타인의 재물, 문서 또는 전자기록등 특수매체기록을 손괴 또는 은닉 기타 방법으로 기 효용을 해한 자는 3년이하의 징역 또는 700만원 이하의 벌금에 처한다. \n 형법 제136조 제1항 직무를 집행하는 공무원에 대하여 폭행 또는 협박한 자는 5년 이하의 징역 또는 1천만원 이하의 벌금에 처한다.",
125,"형법 제301조,형법 제297조","형법 제297조 폭행 또는 협박으로 사람을 강간한 자는 3년 이상의 유기징역에 처한다. \n 형법 제301조 형법 제297조, 형법 제297조의2 및 형법 제298조부터 형법 제300조까지의 죄를 범한 자가 사람을 상해하거나 상해에 이르게 한 때에는 무기 또는 5년 이상의 징역에 처한다.","폭행 또는 협박으로 사람을 강간한 자는 3년 이상의 유기징역에 처한다. \n 폭행 또는 협박으로 사람에 대하여 구강, 항문 등 신체(성기는 제외한다)의 내부에 성기를 넣거나 성기, 항문에 손가락 등 신체(성기는 제외한다)의 일부 또는 도구를 넣는 행위를 한 사람은 2년 이상의 유기징역에 처한다. \n 폭행 또는 협박으로 사람에 대하여 추행을 한 자는 10년 이하의 징역 또는 1천500만원 이하의 벌금에 처한다. \n 사람의 심신상실 또는 항거불능의 상태를 이용하여 간음 또는 추행을 한 자는 제297조, 제297조의2 및 제298조의 예에 의한다. \n "
