laws_service_id,laws_service,laws,
126,"형법 제262조,형법 제260조 제2항,형법 제260조 제1항,형법 제257조 제2항","형법 제257조 제2항 자기 또는 배우자의 직계존속에 대하여 제1항의 죄를 범한 때에는 10년 이하의 징역 또는 1천500만원 이하의 벌금에 처한다. \n 형법 제260조 제1항 사람의 신체에 대하여 폭행을 가한 자는 2년 이하의 징역, 500만원 이하의 벌금, 구류 또는 과료에 처한다. \n 형법 제260조 제2항 자기 또는 배우자의 직계존속에 대하여 제1항의 죄를 범한 때에는 5년 이하의 징역 또는 700만원 이하의 벌금에 처한다. \n  형법 제262조 형법 제260조와 형법 제261조의 죄를 지어 사람을 사망이나 상해에 이르게 한 경우에는 형법 제257조부터 형법 제259조까지의 예에 따른다.",
127,"형법 제260조 제2항,형법 제260조 제1항","형법 제260조 제1항 사람의 신체에 대하여 폭행을 가한 자는 2년 이하의 징역, 500만원 이하의 벌금, 구류 또는 과료에 처한다. \n 형법 제260조 제2항 자기 또는 배우자의 직계존속에 대하여 제1항의 죄를 범한 때에는 5년 이하의 징역 또는 700만원 이하의 벌금에 처한다.",
128,"형법 제262조,형법 제260조 제1항,형법 제259조 제1항","형법 제259조 제1항 사람의 신체를 상해하여 사망에 이르게 한 자는 3년 이상의 유기징역에 처한다. \n 형법 제260조 제1항 사람의 신체에 대하여 폭행을 가한 자는 2년 이하의 징역, 500만원 이하의 벌금, 구류 또는 과료에 처한다. \n 형법 제262조 형법 제260조와 형법 제261조의 죄를 지어 사람을 사망이나 상해에 이르게 한 경우에는 형법 제257조부터 형법 제259조까지의 예에 따른다.",
129,형법 제164조 제1항,"형법 제164조 제1항 불을 놓아 사람이 주거로 사용하거나 사람이 현존하는 건조물, 기차, 전차, 자동차, 선박, 항공기 또는 지하채굴시설을 불태운 자는 무기 또는 3년 이상의 징역에 처한다.",
130,성폭력범죄의처벌등에관한특례법 제10조 제1항,"성폭력범죄의처벌등에관한특례법 제10조 제1항 업무, 고용이나 그 밖의 관계로 인하여 자기의 보호, 감독을 받는 사람에 대하여 위계 또는 위력으로 추행한 사람은 2년 이하의 징역 또는 500만원 이하의 벌금에 처한다.",
131,형법 제337조,형법 제337조 강도가 사람을 상해하거나 상해에 이르게 한때에는 무기 또는 7년 이상의 징역에 처한다.,
132,"형법 제357조 제2항,형법 제357조 제1항",형법 제357조 제1항 타인의 사무를 처리하는 자가 그 임무에 관하여 부정한 청탁을 받고 재물 또는 재산상의 이익을 취득하거나 제3자로 하여금 이를 취득하게 한 때에는 5년 이하의 징역 또는 1천만원 이하의 벌금에 처한다. \n 형법 제357조 제2항 형법 제357조 제1항의 재물 또는 재산상 이익을 공여한 자는 2년 이하의 징역 또는 500만원 이하의 벌금에 처한다.,
133,"아동ㆍ청소년의성보호에관한법률 제7조 제3항,형법 제298조",형법 제298조 폭행 또는 협박으로 사람에 대하여 추행을 한 자는 10년 이하의 징역 또는 1천500만원 이하의 벌금에 처한다. \n 아동ㆍ청소년의성보호에관한법률 제7조 제3항 아동·청소년에 대하여 형법 제298조의 죄를 범한 자는 2년 이상의 유기징역 또는 1천만원 이상 3천만원 이하의 벌금에 처한다.,
134,"형법 제262조,형법 제261조,형법 제257조 제1항","형법 제257조 제1항 사람의 신체를 상해한 자는 7년 이하의 징역, 10년 이하의 자격정지 또는 1천만원 이하의 벌금에 처한다. \n 형법 제261조 단체 또는 다중의 위력을 보이거나 위험한 물건을 휴대하여 형법 제260조 제1항 또는 제2항의 죄를 범한 때에는 5년 이하의 징역 또는 1천만원 이하의 벌금에 처한다. \n 형법 제262조 형법 제260조와 형법 제261조의 죄를 지어 사람을 사망이나 상해에 이르게 한 경우에는 형법 제257조부터 형법 제259조까지의 예에 따른다.",
135,"형법 제299조,형법 제297조","형법 제299조 사람의 심신상실 또는 항거불능의 상태를 이용하여 간음 또는 추행을 한 자는 형법 제297조, 형법 제297조의2 및 형법 제298조의 예에 의한다. \n 형법 제297조 폭행 또는 협박으로 사람에 대하여 구강, 항문 등 신체(성기는 제외한다)의 내부에 성기를 넣거나 성기, 항문에 손가락 등 신체(성기는 제외한다)의 일부 또는 도구를 넣는 행위를 한 사람은 2년 이상의 유기징역에 처한다.",
136,형법 제350조 제1항,형법 제350조 제1항 사람을 공갈하여 재물의 교부를 받거나 재산상의 이익을 취득한 자는 10년 이하의 징역 또는 2천만원 이하의 벌금에 처한다.,
137,"형법 제136조 제1항,형법 제141조 제1항",형법 제136조 제1항 직무를 집행하는 공무원에 대하여 폭행 또는 협박한 자는 5년 이하의 징역 또는 1천만원 이하의 벌금에 처한다. \n 형법 제141조 공무소에서 사용하는 서류 기타 물건 또는 전자기록등 특수매체기록을 손상 또는 은닉하거나 기타 방법으로 그 효용을 해한 자는 7년 이하의 징역 또는 1천만원 이하의 벌금에 처한다.,
138,형법 제151조 제1항,형법 제151조 제1항 벌금 이상의 형에 해당하는 죄를 범한 자를 은닉 또는 도피하게 한 자는 3년 이하의 징역 또는 500만원 이하의 벌금에 처한다.,
139,"형법 제334조 제2항,형법 제334조 제1항,형법 제333조","형법 제333조 폭행 또는 협박으로 타인의 재물을 강취하거나 기타 재산상의 이익을 취득하거나 제삼자로 하여금 이를 취득하게 한 자는 3년 이상의 유기징역에 처한다. \n 형법 제334조 제1항 야간에 사람의 주거, 관리하는 건조물, 선박이나 항공기 또는 점유하는 방실에 침입하여 형법 제333조의 죄를 범한 자는 무기 또는 5년 이상의 징역에 처한다. \n 형법 제334조 제2항 흉기를 휴대하거나 2인 이상이 합동하여 전조의 죄를 범한 자도 전항의 형과 같다.",
140,아동ㆍ청소년의성보호에관한법률 제13조 제1항,아동ㆍ청소년의성보호에관한법률 제13조 제1항 아동ㆍ청소년의 성을 사는 행위를 한 자는 1년 이상 10년 이하의 징역 또는 2천만원 이상 5천만원 이하의 벌금에 처한다.,
141,"형법 제329조,형법 제366조","형법 제329조 타인의 재물을 절취한 자는 6년 이하의 징역 또는 1천만원 이하의 벌금에 처한다. \n 형법 제366조 타인의 재물, 문서 또는 전자기록등 특수매체기록을 손괴 또는 은닉 기타 방법으로 기 효용을 해한 자는 3년이하의 징역 또는 700만원 이하의 벌금에 처한다.",
142,"형법 제246조 제2항,형법 제246조 제1항","형법 제246조 제1항 타인의 재물, 문서 또는 전자기록등 특수매체기록을 손괴 또는 은닉 기타 방법으로 기 효용을 해한 자는 3년이하의 징역 또는 700만원 이하의 벌금에 처한다. \n 형법 제246조 제2항 상습으로 제1항의 죄를 범한 사람은 3년 이하의 징역 또는 2천만원 이하의 벌금에 처한다.",
143,"특정범죄가중처벌등에관한법률 제5조의4 제6항,형법 제329조",형법 제329조 타인의 재물을 절취한 자는 6년 이하의 징역 또는 1천만원 이하의 벌금에 처한다. \n 특정범죄가중처벌등에관한법률 제5조의4 제6항 상습적으로 형법 제329조부터 형법 제331조까지의 죄나 그 미수죄 또는 제2항의 죄로 두 번 이상 실형을 선고받고 그 집행이 끝나거나 면제된 후 3년 이내에 다시 상습적으로 형법 제329조부터 형법 제331조까지의 죄나 그 미수죄 또는 제2항의 죄를 범한 경우에는 3년 이상 25년 이하의 징역에 처한다.,
144,정보통신망이용촉진및정보보호등에관한법률 제70조 제1항,정보통신망이용촉진및정보보호등에관한법률 제70조 제1항 사람을 비방할 목적으로 정보통신망을 통하여 공공연하게 사실을 드러내어 다른 사람의 명예를 훼손한 자는 3년 이하의 징역 또는 3천만원 이하의 벌금에 처한다.,
145,형법 제267조,형법 제267조 과실로 인하여 사람을 사망에 이르게 한 자는 2년 이하의 금고 또는 700만원 이하의 벌금에 처한다.,
146,"특정범죄가중처벌등에관한법률 제5조의3 제1항 제1호,형법 제268조","형법 제268조 업무상과실 또는 중대한 과실로 사람을 사망이나 상해에 이르게 한 자는 5년 이하의 금고 또는 2천만원 이하의 벌금에 처한다. \n 특정범죄가중처벌등에관한법률 제5조의3 제1항 제1호 도로교통법 제2조에 규정된 자동차ㆍ원동기장치자전거의 교통으로 인하여 형법 제268조의 죄를 범한 해당 차량의 운전자(이하 “사고운전자”라 한다)가 피해자를 구호하는 등 도로교통법 제54조제1항에 따른 조치를 하지 아니하고 도주한 경우에는 다음 각 호의 구분에 따라 가중처벌한다. 피해자를 사망에 이르게 하고 도주하거나, 도주 후에 피해자가 사망한 경우에는 사형, 무기 또는 5년 이상의 징역에 처한다.",
147,"형법 제347조 제1항,형법 제314조 제1항",형법 제314조 제1항 형법 제313조의 방법 또는 위력으로써 사람의 업무를 방해한 자는 5년 이하의 징역 또는 1천500만원 이하의 벌금에 처한다. \n 형법 제347조 제1항 사람을 기망하여 재물의 교부를 받거나 재산상의 이익을 취득한 자는 10년 이하의 징역 또는 2천만원 이하의 벌금에 처한다.,
148,"폭력행위등처벌에관한법률 제2조 제3항 제1호,폭력행위등처벌에관한법률 제2조 제2항 제1호,형법 제260조 제1항","형법 제260조 제1항 사람의 신체에 대하여 폭행을 가한 자는 2년 이하의 징역, 500만원 이하의 벌금, 구류 또는 과료에 처한다. \n 폭력행위등처벌에관한법률 제2조 제2항 제1호 2명 이상이 공동하여 다음 각 호의 죄를 범한 사람은 형법 각 해당 조항에서 정한 형의 2분의 1까지 가중한다. 형법 제260조 제1항(폭행), 형법 제283조 제1항(협박), 형법 제319조(주거침입, 퇴거불응) 또는 형법 제366조(재물손괴 등)의 죄 \n 폭력행위등처벌에관한법률 제2조 제3항 제1호 이 법(형법 각 해당 조항 및 각 해당 조항의 상습범, 특수범, 상습특수범, 각 해당 조항의 상습범의 미수범, 특수범의 미수범, 상습특수범의 미수범을 포함한다)을 위반하여 2회 이상 징역형을 받은 사람이 다시 제2항 각 호에 규정된 죄를 범하여 누범으로 처벌할 경우에는 다음 각 호의 구분에 따라 가중처벌한다. 폭력행위등처벌에관한법률 제2조 제2항 제1호에 규정된 죄를 범한 사람: 7년 이하의 징역.",
149,"도로교통법 제154조 제2호,도로교통법 제43조","도로교통법 제43조 누구든지 도로교통법 제80조에 따라 시ㆍ도경찰청장으로부터 운전면허를 받지 아니하거나 운전면허의 효력이 정지된 경우에는 자동차등을 운전하여서는 아니 된다. \n 도로교통법 제154조 제2호 다음 각 호의 어느 하나에 해당하는 사람은 30만원 이하의 벌금이나 구류에 처한다. 도로교통법 제43조를 위반하여 도로교통법 제80조에 따른 원동기장치자전거를 운전할 수 있는 운전면허를 받지 아니하거나(원동기장치자전거를 운전할 수 있는 운전면허의 효력이 정지된 경우를 포함한다) 국제운전면허증 또는 상호인정외국면허증 중 원동기장치자전거를 운전할 수 있는 것으로 기재된 국제운전면허증 또는 상호인정외국면허증을 발급받지 아니하고(운전이 금지된 경우와 유효기간이 지난 경우를 포함한다) 원동기장치자전거를 운전한 사람(다만, 개인형 이동장치를 운전하는 경우는 제외한다)",
150,아동ㆍ청소년의성보호에관한법률 제13조 제2항,아동ㆍ청소년의성보호에관한법률 제13조 제2항 아동ㆍ청소년의 성을 사는 행위를 한 자는 1년 이상 10년 이하의 징역 또는 2천만원 이상 5천만원 이하의 벌금에 처한다.,
151,형법 제259조 제1항,형법 제259조 제1항 사람의 신체를 상해하여 사망에 이르게 한 자는 3년 이상의 유기징역에 처한다.,
152,"도로교통법 제148조의2 제3항 제1호,도로교통법 제44조 제1항,도로교통법 제154조 제2호,도로교통법 제43조","도로교통법 제43조 누구든지 도로교통법 제80조에 따라 시ㆍ도경찰청장으로부터 운전면허를 받지 아니하거나 운전면허의 효력이 정지된 경우에는 자동차등을 운전하여서는 아니 된다. \n 도로교통법 제154조 제2호 다음 각 호의 어느 하나에 해당하는 사람은 30만원 이하의 벌금이나 구류에 처한다. 도로교통법 제43조를 위반하여 도로교통법 제80조에 따른 원동기장치자전거를 운전할 수 있는 운전면허를 받지 아니하거나(원동기장치자전거를 운전할 수 있는 운전면허의 효력이 정지된 경우를 포함한다) 국제운전면허증 또는 상호인정외국면허증 중 원동기장치자전거를 운전할 수 있는 것으로 기재된 국제운전면허증 또는 상호인정외국면허증을 발급받지 아니하고(운전이 금지된 경우와 유효기간이 지난 경우를 포함한다) 원동기장치자전거를 운전한 사람(다만, 개인형 이동장치를 운전하는 경우는 제외한다). \n 도로교통법 제44조 제1항 누구든지 술에 취한 상태에서 자동차등(건설기계관리법 제26조제1항 단서에 따른 건설기계 외의 건설기계를 포함한다. 이하 이 조, 제45조, 제47조, 제93조제1항제1호부터 제4호까지 및 제148조의2에서 같다), 노면전차 또는 자전거를 운전하여서는 아니 된다. \n 도로교통법 제148조의2 제3항 제1호 도로교통 제44조 제1항을 위반하여 술에 취한 상태에서 자동차등 또는 노면전차를 운전한 사람은 다음 각 호의 구분에 따라 처벌한다. 혈중알코올농도가 0.2퍼센트 이상인 사람은 2년 이상 5년 이하의 징역이나 1천만원 이상 2천만원 이하의 벌금.",
153,"특정범죄가중처벌등에관한법률 제5조의4 제5항 제1호,형법 제330조","형법 제330조 야간에 사람의 주거, 관리하는 건조물, 선박, 항공기 또는 점유하는 방실(房室)에 침입하여 타인의 재물을 절취한 자는 10년 이하의 징역에 처한다. \n 특정범죄가중처벌등에관한법률 제5조의4 제5항 제1호 형법 제329조부터 형법 제331조까지, 형법 제333조부터 형법 제336조까지 및 형법 제340조 형법 제362조의 죄 또는 그 미수죄로 세 번 이상 징역형을 받은 사람이 다시 이들 죄를 범하여 누범으로 처벌하는 경우에는 다음 각 호의 구분에 따라 가중처벌한다. 형법 제329조부터 제331조까지의 죄(미수범을 포함한다)를 범한 경우에는 2년 이상 20년 이하의 징역에 처한다.",
154,"도로교통법 제148조의2 제2항,도로교통법 제44조 제2항,도로교통법 제154조 제2호,도로교통법 제43조","도로교통법 제43조 누구든지 도로교통법 제80조에 따라 시ㆍ도경찰청장으로부터 운전면허를 받지 아니하거나 운전면허의 효력이 정지된 경우에는 자동차등을 운전하여서는 아니 된다. \n 도로교통법 제154조 제2호 다음 각 호의 어느 하나에 해당하는 사람은 30만원 이하의 벌금이나 구류에 처한다. 도로교통법 제43조를 위반하여 도로교통법 제80조에 따른 원동기장치자전거를 운전할 수 있는 운전면허를 받지 아니하거나(원동기장치자전거를 운전할 수 있는 운전면허의 효력이 정지된 경우를 포함한다) 국제운전면허증 또는 상호인정외국면허증 중 원동기장치자전거를 운전할 수 있는 것으로 기재된 국제운전면허증 또는 상호인정외국면허증을 발급받지 아니하고(운전이 금지된 경우와 유효기간이 지난 경우를 포함한다) 원동기장치자전거를 운전한 사람(다만, 개인형 이동장치를 운전하는 경우는 제외한다)",
155,"형법 제329조,형법 제347조의2",형법 제329조 타인의 재물을 절취한 자는 6년 이하의 징역 또는 1천만원 이하의 벌금에 처한다. \n 형법 제347조의2 컴퓨터등 정보처리장치에 허위의 정보 또는 부정한 명령을 입력하거나 권한 없이 정보를 입력ㆍ변경하여 정보처리를 하게 함으로써 재산상의 이익을 취득하거나 제3자로 하여금 취득하게 한 자는 10년 이하의 징역 또는 2천만원 이하의 벌금에 처한다.,
156,"형법 제284조,형법 제283조 제2항,형법 제283조 제1항","형법 제257조 제1항 사람의 신체를 상해한 자는 7년 이하의 징역, 10년 이하의 자격정지 또는 1천만원 이하의 벌금에 처한다. \n 형법 제257조 제2항 자기 또는 배우자의 직계존속에 대하여 제1항의 죄를 범한 때에는 10년 이하의 징역 또는 1천500만원 이하의 벌금에 처한다. \n 형법 제284조 단체 또는 다중의 위력을 보이거나 위험한 물건을 휴대하여 전조제1항, 제2항의 죄를 범한 때에는 7년 이하의 징역 또는 1천만원 이하의 벌금에 처한다.",
157,"형법 제258조의2 제1항,형법 제257조 제2항,형법 제257조 제1항","형법 제257조 제1항 사람의 신체를 상해한 자는 7년 이하의 징역, 10년 이하의 자격정지 또는 1천만원 이하의 벌금에 처한다. \n 형법 제257조 제2항 자기 또는 배우자의 직계존속에 대하여 제1항의 죄를 범한 때에는 10년 이하의 징역 또는 1천500만원 이하의 벌금에 처한다. \n 형법 제258조의2 제1항 단체 또는 다중의 위력을 보이거나 위험한 물건을 휴대하여 형법 제257조 제1항 또는 제2항의 죄를 범한 때에는 1년 이상 10년 이하의 징역에 처한다.",
158,산림자원의조성및관리에관한법률 제73조 제1항,산림자원의조성및관리에관한법률 제73조 제1항 산림에서 그 산물(조림된 묘목을 포함한다. 이하 이 조에서 같다)을 절취한 자는 5년 이하의 징역 또는 5천만원 이하의 벌금에 처한다.,
159,"폭력행위등처벌에관한법률 제2조 제2항 제1호,형법 제283조 제1항","형법 제283조 제1항 사람을 협박한 자는 3년 이하의 징역, 500만원 이하의 벌금, 구류 또는 과료에 처한다. \n 폭력행위등처벌에관한법률 제2조 제2항 제1호 2명 이상이 공동하여 다음 각 호의 죄를 범한 사람은 형법 각 해당 조항에서 정한 형의 2분의 1까지 가중한다. 형법 제260조 제1항(폭행), 형법 제283조 제1항(협박), 형법 제319조(주거침입, 퇴거불응) 또는 형법 제366조(재물손괴 등)의 죄.",
160,"형법 제258조 제2항,형법 제258조 제1항",형법 제258조 제1항 사람의 신체를 상해하여 생명에 대한 위험을 발생하게 한 자는 1년 이상 10년 이하의 징역에 처한다. \n 형법 제258조 제2항 신체의 상해로 인하여 불구 또는 불치나 난치의 질병에 이르게 한 자도 전항의 형과 같다.,
161,"형법 제170조 제1항,형법 제164조 제1항","형법 제164조 제1항 불을 놓아 사람이 주거로 사용하거나 사람이 현존하는 건조물, 기차, 전차, 자동차, 선박, 항공기 또는 지하채굴시설을 불태운 자는 무기 또는 3년 이상의 징역에 처한다. \n 형법 제170조 제1항 과실로 형법 제164조 또는 형법 제165조에 기재한 물건 또는 타인 소유인 형법 제166조에 기재한 물건을 불태운 자는 1천500만원 이하의 벌금에 처한다.",
162,아동ㆍ청소년의성보호에관한법률 제11조 제3항,아동ㆍ청소년의성보호에관한법률 제11조 제3항 아동ㆍ청소년의 성을 사는 행위의 상대방이 되도록 유인ㆍ권유한 자는 7년 이하의 징역 또는 5천만원 이하의 벌금에 처한다.,
163,"특정범죄가중처벌등에관한법률 제5조의9 제2항,특정범죄가중처벌등에관한법률 제5조의9 제1항,형법 제283조 제1항","형법 제283조 제1항 사람을 협박한 자는 3년 이하의 징역, 500만원 이하의 벌금, 구류 또는 과료에 처한다. \n 특정범죄가중처벌등에관한법률 제5조의9 제1항 자기 또는 타인의 형사사건의 수사 또는 재판과 관련하여 고소ㆍ고발 등 수사단서의 제공, 진술, 증언 또는 자료제출에 대한 보복의 목적으로 형법 제250조 제1항의 죄를 범한 사람은 사형, 무기 또는 10년 이상의 징역에 처한다. 고소ㆍ고발 등 수사단서의 제공, 진술, 증언 또는 자료제출을 하지 못하게 하거나 고소ㆍ고발을 취소하게 하거나 거짓으로 진술ㆍ증언ㆍ자료제출을 하게 할 목적인 경우에도 또한 같다. \n 특정범죄가중처벌등에관한법률 제5조의9 제2항 제1항과 같은 목적으로 형법 제257조 제1항, 형법 제260조 제1항, 형법 제276조 제1항 또는 형법 제283조 제1항의 죄를 범한 사람은 1년 이상의 유기징역에 처한다.",
164,"도로교통법 제151조의2,도로교통법 제46조의3","도로교통법 제46조의3 자동차등(개인형 이동장치는 제외한다)의 운전자는 다음 각 호 중 둘 이상의 행위를 연달아 하거나, 하나의 행위를 지속 또는 반복하여 다른 사람에게 위협 또는 위해를 가하거나 교통상의 위험을 발생하게 하여서는 아니 된다. \n 도로교통법 제151조의2 다음 각 호의 어느 하나에 해당하는 사람은 1년 이하의 징역이나 500만원 이하의 벌금에 처한다.",
165,"형법 제335조,형법 제333조",형법 제333조 과실로 형법 제164조 또는 형법 제165조에 기재한 물건 또는 타인 소유인 형법 제166조에 기재한 물건을 불태운 자는 1천500만원 이하의 벌금에 처한다. \n 형법 제335조 절도가 재물의 탈환에 항거하거나 체포를 면탈하거나 범죄의 흔적을 인멸할 목적으로 폭행 또는 협박한 때에는 형법 제333조 및 형법 제334조의 예에 따른다.,
166,형법 제348조 제1항,형법 제348조 제1항 미성년자의 사리분별력 부족 또는 사람의 심신장애를 이용하여 재물을 교부받거나 재산상 이익을 취득한 자는 10년 이하의 징역 또는 2천만원 이하의 벌금에 처한다.,
167,"형법 제264조,형법 제260조 제1항","형법 제260조 제1항 사람의 신체에 대하여 폭행을 가한 자는 2년 이하의 징역, 500만원 이하의 벌금, 구류 또는 과료에 처한다. \n 형법 제264조 상습으로 형법 제257조, 형법 제258조,  형법 제258조의2, 형법 제260조 또는 형법 제261조의 죄를 범한 때에는 그 죄에 정한 형의 2분의 1까지 가중한다.",
168,"아동ㆍ청소년의성보호에관한법률 제7조 제4항,아동ㆍ청소년의성보호에관한법률 제7조 제3항,형법 제299조","형법 제299조 사람의 심신상실 또는 항거불능의 상태를 이용하여 간음 또는 추행을 한 자는 제297조, 제297조의2 및 제298조의 예에 의한다. \n ",
169,"형법 제264조,형법 제257조 제1항","형법 제257조 제1항 사람의 신체를 상해한 자는 7년 이하의 징역, 10년 이하의 자격정지 또는 1천만원 이하의 벌금에 처한다. \n 형법 제264조 상습으로 제257조, 제258조, 제258조의2, 제260조 또는 제261조의 죄를 범한 때에는 그 죄에 정한 형의 2분의 1까지 가중한다.",
170,"교통사고처리특례법 제3조 제1항,교통사고처리특례법 제3조 제2항_단서 제7호,형법 제268조",형법 제268조 업무상과실 또는 중대한 과실로 사람을 사망이나 상해에 이르게 한 자는 5년 이하의 금고 또는 2천만원 이하의 벌금에 처한다. \n,
171,아동ㆍ청소년의성보호에관한법률 제7조 제1항,아동ㆍ청소년의성보호에관한법률 제7조 제1항 폭행 또는 협박으로 아동ㆍ청소년을 강간한 사람은 무기징역 또는 5년 이상의 유기징역에 처한다.,
172,"교통사고처리특례법 제3조 제1항,교통사고처리특례법 제3조 제2항_단서 제4호,형법 제268조",형법 제268조 업무상과실 또는 중대한 과실로 사람을 사망이나 상해에 이르게 한 자는 5년 이하의 금고 또는 2천만원 이하의 벌금에 처한다. \n,
173,형법 제333조,형법 제333조 폭행 또는 협박으로 타인의 재물을 강취하거나 기타 재산상의 이익을 취득하거나 제삼자로 하여금 이를 취득하게 한 자는 3년 이상의 유기징역에 처한다.,
174,"형법 제305조 제1항,형법 제298조","형법 제298조 폭행 또는 협박으로 사람에 대하여 추행을 한 자는 10년 이하의 징역 또는 1천500만원 이하의 벌금에 처한다. \n 형법 제305조 제1항 13세 미만의 사람에 대하여 간음 또는 추행을 한 자는 형법 제297조, 형법 제297조의2, 형법 제298조, 형법 제301조 또는 형법 제301조의2의 예에 의한다.",
175,"형법 제285조,형법 제283조 제1항","형법 제283조 제1항 사람을 협박한 자는 3년 이하의 징역, 500만원 이하의 벌금, 구류 또는 과료에 처한다. \n 형법 제285조 상습으로 형법 제283조 제1항, 제2항 또는 전조의 죄를 범한 때에는 그 죄에 정한 형의 2분의 1까지 가중한다.",
176,형법 제258조 제1항,형법 제258조 제1항 사람의 신체를 상해하여 생명에 대한 위험을 발생하게 한 자는 1년 이상 10년 이하의 징역에 처한다.,